138	Australia
6	Bangladesh
1	Belgium
4	Canada
1	Estonia
159	France
38	Germany
19	India
1	Japan
3	Jordan
1	Kuwait
69	Lebanon
3	Mexico
6	Northern Mariana Islands
170	Pakistan
1	region
3857	Slovakia
37	South Africa
1	Timor-Leste
13258	United Kingdom
15026	USA
17	Zimbabwe
