134	Australia
8	Bangladesh
1	Belgium
4	Canada
1	Estonia
149	France
38	Germany
17	India
1	Japan
3	Jordan
1	Kuwait
64	Lebanon
3	Mexico
6	Northern Mariana Islands
173	Pakistan
1	region
4281	Slovakia
37	South Africa
1	Timor-Leste
12920	United Kingdom
13626	USA
17	Zimbabwe
